281,200,0,10,0.875000
281,200,0,12,0.875000
281,200,0,14,0.875000
281,200,0,16,0.875000
281,200,0,18,0.875000
281,200,0,1a,0.875000
281,200,0,1c,0.875000
281,200,0,1e,0.875000
281,200,0,20,0.750000
281,200,0,22,0.750000
281,200,0,24,0.750000
281,200,0,26,0.750000
281,200,0,28,0.750000
281,200,0,2a,0.750000
281,200,0,2c,0.750000
281,200,0,2e,0.750000
281,200,0,30,0.750000
281,200,0,32,0.750000
281,200,0,34,0.750000
281,200,0,36,0.750000
281,200,0,38,0.750000
281,200,0,3a,0.750000
281,200,0,3c,0.750000
281,200,0,3e,0.750000
281,200,0,40,0.500000
281,200,0,42,0.500000
281,200,0,44,0.500000
281,200,0,46,0.500000
281,200,0,48,0.500000
281,200,0,4a,0.500000
281,200,0,4c,0.500000
281,200,0,4e,0.500000
281,200,0,50,0.500000
281,200,0,52,0.500000
281,200,0,54,0.500000
281,200,0,56,0.500000
281,200,0,58,0.500000
281,200,0,5a,0.500000
281,200,0,5c,0.500000
281,200,0,5e,0.500000
281,200,0,60,0.500000
281,200,0,62,0.500000
281,200,0,64,0.500000
281,200,0,66,0.500000
281,200,0,68,0.500000
281,200,0,6a,0.500000
281,200,0,6c,0.500000
281,200,0,6e,0.500000
281,200,0,70,0.500000
281,200,0,72,0.500000
281,200,0,74,0.500000
281,200,0,76,0.500000
281,200,0,78,0.500000
281,200,0,7a,0.500000
281,200,0,7c,0.500000
281,200,0,7e,0.500000
281,200,0,82,0.011719
281,200,0,84,0.023438
281,200,0,86,0.023438
281,200,0,88,0.046875
281,200,0,8a,0.046875
281,200,0,8c,0.046875
281,200,0,8e,0.046875
281,200,0,90,0.093750
281,200,0,92,0.093750
281,200,0,94,0.093750
281,200,0,96,0.093750
281,200,0,98,0.093750
281,200,0,9a,0.093750
281,200,0,9c,0.093750
281,200,0,9e,0.093750
281,200,0,a0,0.187500
281,200,0,a2,0.187500
281,200,0,a4,0.187500
281,200,0,a6,0.187500
281,200,0,a8,0.187500
281,200,0,aa,0.187500
281,200,0,ac,0.187500
281,200,0,ae,0.187500
281,200,0,b0,0.187500
281,200,0,b2,0.187500
281,200,0,b4,0.187500
281,200,0,b6,0.187500
281,200,0,b8,0.187500
281,200,0,ba,0.187500
281,200,0,bc,0.187500
281,200,0,be,0.187500
281,200,0,c0,0.375000
281,200,0,c2,0.375000
281,200,0,c4,0.375000
281,200,0,c6,0.375000
281,200,0,c8,0.375000
281,200,0,ca,0.375000
281,200,0,cc,0.375000
281,200,0,ce,0.375000
281,200,0,d0,0.375000
281,200,0,d2,0.375000
281,200,0,d4,0.375000
281,200,0,d6,0.375000
281,200,0,d8,0.375000
281,200,0,da,0.375000
281,200,0,dc,0.375000
281,200,0,de,0.375000
281,200,0,e0,0.375000
281,200,0,e2,0.375000
281,200,0,e4,0.375000
281,200,0,e6,0.375000
281,200,0,e8,0.375000
281,200,0,ea,0.375000
281,200,0,ec,0.375000
281,200,0,ee,0.375000
281,200,0,f0,0.375000
281,200,0,f2,0.375000
281,200,0,f4,0.375000
281,200,0,f6,0.375000
281,200,0,f8,0.375000
281,200,0,fa,0.375000
281,200,0,fc,0.375000
281,200,0,fe,0.375000
281,200,1,10,0.437500
281,200,1,12,0.437500
281,200,1,14,0.437500
281,200,1,16,0.437500
281,200,1,18,0.437500
281,200,1,1a,0.437500
281,200,1,1c,0.437500
281,200,1,1e,0.437500
281,200,1,20,0.375000
281,200,1,22,0.375000
281,200,1,24,0.375000
281,200,1,26,0.375000
281,200,1,28,0.375000
281,200,1,2a,0.375000
281,200,1,2c,0.375000
281,200,1,2e,0.375000
281,200,1,30,0.375000
281,200,1,32,0.375000
281,200,1,34,0.375000
281,200,1,36,0.375000
281,200,1,38,0.375000
281,200,1,3a,0.375000
281,200,1,3c,0.375000
281,200,1,3e,0.375000
281,200,1,40,0.250000
281,200,1,42,0.250000
281,200,1,44,0.250000
281,200,1,46,0.250000
281,200,1,48,0.250000
281,200,1,4a,0.250000
281,200,1,4c,0.250000
281,200,1,4e,0.250000
281,200,1,50,0.250000
281,200,1,52,0.250000
281,200,1,54,0.250000
281,200,1,56,0.250000
281,200,1,58,0.250000
281,200,1,5a,0.250000
281,200,1,5c,0.250000
281,200,1,5e,0.250000
281,200,1,60,0.250000
281,200,1,62,0.250000
281,200,1,64,0.250000
281,200,1,66,0.250000
281,200,1,68,0.250000
281,200,1,6a,0.250000
281,200,1,6c,0.250000
281,200,1,6e,0.250000
281,200,1,70,0.250000
281,200,1,72,0.250000
281,200,1,74,0.250000
281,200,1,76,0.250000
281,200,1,78,0.250000
281,200,1,7a,0.250000
281,200,1,7c,0.250000
281,200,1,7e,0.250000
281,200,1,82,0.005859
281,200,1,84,0.011719
281,200,1,86,0.011719
281,200,1,88,0.023438
281,200,1,8a,0.023438
281,200,1,8c,0.023438
281,200,1,8e,0.023438
281,200,1,90,0.046875
281,200,1,92,0.046875
281,200,1,94,0.046875
281,200,1,96,0.046875
281,200,1,98,0.046875
281,200,1,9a,0.046875
281,200,1,9c,0.046875
281,200,1,9e,0.046875
281,200,1,a0,0.093750
281,200,1,a2,0.093750
281,200,1,a4,0.093750
281,200,1,a6,0.093750
281,200,1,a8,0.093750
281,200,1,aa,0.093750
281,200,1,ac,0.093750
281,200,1,ae,0.093750
281,200,1,b0,0.093750
281,200,1,b2,0.093750
281,200,1,b4,0.093750
281,200,1,b6,0.093750
281,200,1,b8,0.093750
281,200,1,ba,0.093750
281,200,1,bc,0.093750
281,200,1,be,0.093750
281,200,1,c0,0.187500
281,200,1,c2,0.187500
281,200,1,c4,0.187500
281,200,1,c6,0.187500
281,200,1,c8,0.187500
281,200,1,ca,0.187500
281,200,1,cc,0.187500
281,200,1,ce,0.187500
281,200,1,d0,0.187500
281,200,1,d2,0.187500
281,200,1,d4,0.187500
281,200,1,d6,0.187500
281,200,1,d8,0.187500
281,200,1,da,0.187500
281,200,1,dc,0.187500
281,200,1,de,0.187500
281,200,1,e0,0.187500
281,200,1,e2,0.187500
281,200,1,e4,0.187500
281,200,1,e6,0.187500
281,200,1,e8,0.187500
281,200,1,ea,0.187500
281,200,1,ec,0.187500
281,200,1,ee,0.187500
281,200,1,f0,0.187500
281,200,1,f2,0.187500
281,200,1,f4,0.187500
281,200,1,f6,0.187500
281,200,1,f8,0.187500
281,200,1,fa,0.187500
281,200,1,fc,0.187500
281,200,1,fe,0.187500
281,200,2,10,0.437500
281,200,2,12,0.437500
281,200,2,14,0.437500
281,200,2,16,0.437500
281,200,2,18,0.437500
281,200,2,1a,0.437500
281,200,2,1c,0.437500
281,200,2,1e,0.437500
281,200,2,20,0.375000
281,200,2,22,0.375000
281,200,2,24,0.375000
281,200,2,26,0.375000
281,200,2,28,0.375000
281,200,2,2a,0.375000
281,200,2,2c,0.375000
281,200,2,2e,0.375000
281,200,2,30,0.375000
281,200,2,32,0.375000
281,200,2,34,0.375000
281,200,2,36,0.375000
281,200,2,38,0.375000
281,200,2,3a,0.375000
281,200,2,3c,0.375000
281,200,2,3e,0.375000
281,200,2,40,0.250000
281,200,2,42,0.250000
281,200,2,44,0.250000
281,200,2,46,0.250000
281,200,2,48,0.250000
281,200,2,4a,0.250000
281,200,2,4c,0.250000
281,200,2,4e,0.250000
281,200,2,50,0.250000
281,200,2,52,0.250000
281,200,2,54,0.250000
281,200,2,56,0.250000
281,200,2,58,0.250000
281,200,2,5a,0.250000
281,200,2,5c,0.250000
281,200,2,5e,0.250000
281,200,2,60,0.250000
281,200,2,62,0.250000
281,200,2,64,0.250000
281,200,2,66,0.250000
281,200,2,68,0.250000
281,200,2,6a,0.250000
281,200,2,6c,0.250000
281,200,2,6e,0.250000
281,200,2,70,0.250000
281,200,2,72,0.250000
281,200,2,74,0.250000
281,200,2,76,0.250000
281,200,2,78,0.250000
281,200,2,7a,0.250000
281,200,2,7c,0.250000
281,200,2,7e,0.250000
281,200,2,80,0.005859
281,200,2,82,0.005859
281,200,2,84,0.011719
281,200,2,86,0.011719
281,200,2,88,0.023438
281,200,2,8a,0.023438
281,200,2,8c,0.023438
281,200,2,8e,0.023438
281,200,2,90,0.046875
281,200,2,92,0.046875
281,200,2,94,0.046875
281,200,2,96,0.046875
281,200,2,98,0.046875
281,200,2,9a,0.046875
281,200,2,9c,0.046875
281,200,2,9e,0.046875
281,200,2,a0,0.093750
281,200,2,a2,0.093750
281,200,2,a4,0.093750
281,200,2,a6,0.093750
281,200,2,a8,0.093750
281,200,2,aa,0.093750
281,200,2,ac,0.093750
281,200,2,ae,0.093750
281,200,2,b0,0.093750
281,200,2,b2,0.093750
281,200,2,b4,0.093750
281,200,2,b6,0.093750
281,200,2,b8,0.093750
281,200,2,ba,0.093750
281,200,2,bc,0.093750
281,200,2,be,0.093750
281,200,2,c0,0.187500
281,200,2,c2,0.187500
281,200,2,c4,0.187500
281,200,2,c6,0.187500
281,200,2,c8,0.187500
281,200,2,ca,0.187500
281,200,2,cc,0.187500
281,200,2,ce,0.187500
281,200,2,d0,0.187500
281,200,2,d2,0.187500
281,200,2,d4,0.187500
281,200,2,d6,0.187500
281,200,2,d8,0.187500
281,200,2,da,0.187500
281,200,2,dc,0.187500
281,200,2,de,0.187500
281,200,2,e0,0.187500
281,200,2,e2,0.187500
281,200,2,e4,0.187500
281,200,2,e6,0.187500
281,200,2,e8,0.187500
281,200,2,ea,0.187500
281,200,2,ec,0.187500
281,200,2,ee,0.187500
281,200,2,f0,0.187500
281,200,2,f2,0.187500
281,200,2,f4,0.187500
281,200,2,f6,0.187500
281,200,2,f8,0.187500
281,200,2,fa,0.187500
281,200,2,fc,0.187500
281,200,2,fe,0.187500
281,200,3,10,0.656250
281,200,3,12,0.656250
281,200,3,14,0.656250
281,200,3,16,0.656250
281,200,3,18,0.656250
281,200,3,1a,0.656250
281,200,3,1c,0.656250
281,200,3,1e,0.656250
281,200,3,20,0.562500
281,200,3,22,0.562500
281,200,3,24,0.562500
281,200,3,26,0.562500
281,200,3,28,0.562500
281,200,3,2a,0.562500
281,200,3,2c,0.562500
281,200,3,2e,0.562500
281,200,3,30,0.562500
281,200,3,32,0.562500
281,200,3,34,0.562500
281,200,3,36,0.562500
281,200,3,38,0.562500
281,200,3,3a,0.562500
281,200,3,3c,0.562500
281,200,3,3e,0.562500
281,200,3,40,0.375000
281,200,3,42,0.375000
281,200,3,44,0.375000
281,200,3,46,0.375000
281,200,3,48,0.375000
281,200,3,4a,0.375000
281,200,3,4c,0.375000
